codigo,denominacao,atestado_bombeiros,licenca_ambiental,orgão_regulador,defesa_civil,laudo_acustico,outros_docs
29.43-3-00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,I - Indústria,Licenciamento Ambiental,-,-,-,-
29.44-1-00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,I - Indústria,Licenciamento Ambiental,-,-,-,-
29.45-0-00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",I - Indústria,Licenciamento Ambiental,-,-,-,-
29.49-2-01,Fabricação de bancos e estofados para veículos automotores,I - Indústria,Licenciamento Ambiental,-,-,-,-
29.49-2-99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,I - Indústria,Licenciamento Ambiental,-,-,-,-
29.50-6-00,Recondicionamento e recuperação de motores para veículos automotores,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.11-3-01,Construção de embarcações de grande porte,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.11-3-02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",I - Indústria,Licenciamento Ambiental,-,-,-,-
30.12-1-00,Construção de embarcações para esporte e lazer,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.31-8-00,"Fabricação de locomotivas, vagões e outros materiais rodantes",I - Indústria,Licenciamento Ambiental,-,-,-,-
30.32-6-00,Fabricação de peças e acessórios para veículos ferroviários,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.41-5-00,Fabricação de aeronaves,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.42-3-00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",I - Indústria,Licenciamento Ambiental,-,-,-,-
30.50-4-00,Fabricação de veículos militares de combate,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.91-1-01,Fabricação de motocicletas,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.91-1-02,Fabricação de peças e acessórios para motocicletas,I - Indústria,Licenciamento Ambiental,-,-,-,-
30.92-0-00,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",I - Indústria,Licenciamento Ambiental,-,-,-,-
30.99-7-00,Fabricação de equipamentos de transporte não especificados anteriormente,I - Indústria,Licenciamento Ambiental,-,-,-,-
31.01-2-00,Fabricação de móveis com predominância de madeira,I - Indústria,Licenciamento Ambiental,-,-,-,-
31.02-1-00,Fabricação de móveis com predominância de metal,I - Indústria,Licenciamento Ambiental,-,-,-,-
31.03-9-00,"Fabricação de móveis de outros materiais, exceto madeira e metal",I - Indústria,Licenciamento Ambiental,-,-,-,-
31.04-7-00,Fabricação de colchões,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.11-6-01,Lapidação de gemas,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.11-6-03,Cunhagem de moedas e medalhas,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.11-6-02,Fabricação de artefatos de joalheria e ourivesaria,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.12-4-00,Fabricação de bijuterias e artefatos semelhantes,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.40-0-01,Fabricação de jogos eletrônicos,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.20-5-00,"Fabricação de instrumentos musicais, peças e acessórios",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.30-2-00,Fabricação de artefatos para pesca e esporte,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.40-0-02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.40-0-03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.40-0-99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-01,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-05,Fabricação de materiais para medicina e odontologia,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-07,Fabricação de artigos ópticos,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.91-4-00,"Fabricação de escovas, pincéis e vassouras",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.92-2-01,Fabricação de roupas de proteção e segurança e resistentes a fogo,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.92-2-02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-01,Fabricação de guarda-chuvas e similares,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-02,"Fabricação de canetas, lápis e outros artigos para escritório",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-04,Fabricação de painéis e letreiros luminosos,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-05,Fabricação de aviamentos para costura,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-06,"Fabricação de velas, inclusive decorativas",I - Indústria,Licenciamento Ambiental,-,-,-,-
32.99-0-99,Fabricação de produtos diversos não especificados anteriormente,I - Indústria,Licenciamento Ambiental,-,-,-,-
32.50-7-06,Serviços de prótese dentária,C - Comercial,-,-,-,-,-
32.50-7-09,Serviço de laboratório óptico,C - Comercial,-,-,-,-,-
33.11-2-00,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.13-9-02,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-05,Manutenção e reparação de equipamentos de transmissão para fins industriais,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-06,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-08,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-13,Manutenção e reparação de máquinas-ferramenta,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-15,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-17,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-18,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-19,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-20,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-21,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.19-8-00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.12-1-02,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.12-1-04,Manutenção e reparação de equipamentos e instrumentos ópticos,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.13-9-01,"Manutenção e reparação de geradores, transformadores e motores elétricos",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.13-9-99,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-01,Manutenção e reparação de máquinas motrizes não elétricas,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-02,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-03,Manutenção e reparação de válvulas industriais,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-04,Manutenção e reparação de compressores,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-09,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.21-0-00,Instalação de máquinas e equipamentos industriais,D - Serviço profissional,-,-,-,-,-
33.29-5-01,Serviços de montagem de móveis de qualquer material,D - Serviço profissional,-,-,-,-,-
33.29-5-99,Instalação de outros equipamentos não especificados anteriormente,D - Serviço profissional,-,-,-,-,-
33.12-1-03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-12,Manutenção e reparação de tratores agrícolas,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.14-7-16,"Manutenção e reparação de tratores, exceto agrícolas",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.15-5-00,Manutenção e reparação de veículos ferroviários,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.16-3-01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.16-3-02,Manutenção de aeronaves na pista,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.17-1-01,Manutenção e reparação de embarcações e estruturas flutuantes,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
33.17-1-02,Manutenção e reparação de embarcações para esporte e lazer,D - Serviço profissional,Licenciamento Ambiental,-,-,-,-
35.11-5-01,Geração de energia elétrica,K - Energia,Licenciamento Ambiental,-,-,-,-
35.11-5-02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,K - Energia,Licenciamento Ambiental,-,-,-,-
35.12-3-00,Transmissão de energia elétrica,K - Energia,Licenciamento Ambiental,-,-,-,-
35.14-0-00,Distribuição de energia elétrica,K - Energia,Licenciamento Ambiental,-,-,-,-
35.13-1-00,Comércio atacadista de energia elétrica,K - Energia,Licenciamento Ambiental,-,-,-,-
35.30-1-00,"Produção e distribuição de vapor, água quente e ar condicionado",M - Especial,Licenciamento Ambiental,-,-,-,-
35.20-4-01,Produção de gás; processamento de gás natural,M - Especial,Licenciamento Ambiental,-,-,-,-
35.20-4-02,Distribuição de combustíveis gasosos por redes urbanas,M - Especial,Licenciamento Ambiental,-,-,-,-
36.00-6-01,"Captação, tratamento e distribuição de água",M - Especial,Licenciamento Ambiental,-,-,-,-
36.00-6-02,Distribuição de água por caminhões,M - Especial,Licenciamento Ambiental,-,-,-,-
37.01-1-00,Gestão de redes de esgoto,M - Especial,Licenciamento Ambiental,-,-,-,-
37.02-9-00,"Atividades relacionadas a esgoto, exceto a gestão de redes",M - Especial,Licenciamento Ambiental,-,-,-,-
38.11-4-00,Coleta de resíduos não perigosos,C - Comercial,Licenciamento Ambiental,-,-,-,-
38.12-2-00,Coleta de resíduos perigosos,C - Comercial,Licenciamento Ambiental,-,-,-,-
38.21-1-00,Tratamento e disposição de resíduos não perigosos,M - Especial,Licenciamento Ambiental,-,-,-,-
38.22-0-00,Tratamento e disposição de resíduos perigosos,M - Especial,Licenciamento Ambiental,-,-,-,-
38.31-9-01,Recuperação de sucatas de alumínio,M - Especial,Licenciamento Ambiental,-,-,-,-
38.31-9-99,"Recuperação de materiais metálicos, exceto alumínio",M - Especial,Licenciamento Ambiental,-,-,-,-
38.32-7-00,Recuperação de materiais plásticos,M - Especial,Licenciamento Ambiental,-,-,-,-
38.39-4-01,Usinas de compostagem,M - Especial,Licenciamento Ambiental,-,-,-,-
38.39-4-99,Recuperação de materiais não especificados anteriormente,M - Especial,Licenciamento Ambiental,-,-,-,-
39.00-5-00,Descontaminação e outros serviços de gestão de resíduos,M - Especial,Licenciamento Ambiental,-,-,-,-
41.10-7-00,Incorporação de empreendimentos imobiliários,C - Comercial,-,-,-,-,SPE: matrícula atualizada + CCV ou permuta
41.20-4-00,Construção de edifícios,C - Comercial,-,-,-,-,SPE: matrícula atualizada + CCV ou permuta
42.11-1-01,Construção de rodovias e ferrovias,M - Especial,-,-,-,-,-
42.11-1-02,Pintura para sinalização em pistas rodoviárias e aeroportos,M - Especial,-,-,-,-,-
42.12-0-00,Construção de obras de arte especiais,M - Especial,-,-,-,-,-
42.13-8-00,"Obras de urbanização - ruas, praças e calçadas",M - Especial,-,-,-,-,-
42.21-9-01,Construção de barragens e represas para geração de energia  elétrica,K - Energia,-,-,-,-,-
42.21-9-02,Construção de estações e redes de distribuição de energia elétrica,K - Energia,-,-,-,-,-
42.21-9-03,Manutenção de redes de distribuição de energia elétrica,K - Energia,-,-,-,-,-
42.21-9-04,Construção de estações e redes de telecomunicações,M - Especial,-,-,-,-,-
42.21-9-05,Manutenção de estações e redes de telecomunicações,M - Especial,-,-,-,-,-
42.22-7-01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",M - Especial,-,-,-,-,-
42.22-7-02,Obras de irrigação,M - Especial,-,-,-,-,-
42.23-5-00,"Construção de redes de transportes por dutos, exceto para água e esgoto",M - Especial,-,-,-,-,-
42.91-0-00,"Obras portuárias, marítimas e fluviais",M - Especial,-,-,-,-,-
42.92-8-01,Montagem de estruturas metálicas,M - Especial,-,-,-,-,-
42.92-8-02,Obras de montagem industrial,M - Especial,-,-,-,-,-
42.99-5-01,Construção de instalações esportivas e recreativas,M - Especial,-,-,-,-,-
42.99-5-99,Outras obras de engenharia civil não especificadas anteriormente,M - Especial,-,-,-,-,-
43.11-8-01,Demolição de edifícios e outras estruturas,M - Especial,-,-,-,-,-
43.11-8-02,Preparação de canteiro e limpeza de terreno,M - Especial,-,-,-,-,-
43.12-6-00,Perfurações e sondagens,M - Especial,-,-,-,-,-
43.13-4-00,Obras de terraplenagem,M - Especial,Certidão de conformidade CCA,-,-,-,-
43.19-3-00,Serviços de preparação do terreno não especificados anteriormente,M - Especial,-,-,-,-,-
43.21-5-00,Instalação e manutenção elétrica,M - Especial,-,-,-,-,-
43.22-3-01,"Instalações hidráulicas, sanitárias e de gás",M - Especial,-,-,-,-,-
43.22-3-02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",M - Especial,-,-,-,-,-
43.22-3-03,Instalações de sistema de prevenção contra incêndio,M - Especial,-,-,-,-,-
43.29-1-01,Instalação de painéis publicitários,M - Especial,-,-,-,-,-
43.29-1-02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",M - Especial,-,-,-,-,-
43.29-1-03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",M - Especial,-,-,-,-,-
43.29-1-04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",M - Especial,-,-,-,-,-
43.29-1-05,"Tratamentos térmicos, acústicos ou de vibração",M - Especial,-,-,-,-,-
43.29-1-99,Outras obras de instalações em construções não especificadas anteriormente,M - Especial,-,-,-,-,-
43.30-4-01,Impermeabilização em obras de engenharia civil,M - Especial,-,-,-,-,-
43.30-4-02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",M - Especial,-,-,-,-,-
43.30-4-03,Obras de acabamento em gesso e estuque,M - Especial,-,-,-,-,-
43.30-4-04,Serviços de pintura de edifícios em geral,M - Especial,-,-,-,-,-
43.30-4-05,Aplicação de revestimentos e de resinas em interiores e exteriores,M - Especial,-,-,-,-,-
43.30-4-99,Outras obras de acabamento da construção,M - Especial,-,-,-,-,-
43.91-6-00,Obras de fundações,M - Especial,-,-,-,-,-
43.99-1-01,Administração de obras,M - Especial,-,-,-,-,-
43.99-1-02,Montagem e desmontagem de andaimes e outras estruturas temporárias,M - Especial,-,-,-,-,-
43.99-1-03,Obras de alvenaria,M - Especial,-,-,-,-,-
43.99-1-04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,M - Especial,-,-,-,-,-
43.99-1-05,Perfuração e construção de poços de água,M - Especial,-,-,-,-,-
43.99-1-99,Serviços especializados para construção não especificados anteriormente,M - Especial,-,-,-,-,-
45.11-1-01,"Comércio a varejo de automóveis, camionetas e utilitários novos",C - Comercial,-,-,-,-,-
45.11-1-02,"Comércio a varejo de automóveis, camionetas e utilitários usados",C - Comercial,-,-,-,-,-
45.11-1-03,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",C - Comercial,-,-,-,-,-
45.11-1-04,Comércio por atacado de caminhões novos e usados,C - Comercial,-,-,-,-,-
45.11-1-05,Comércio por atacado de reboques e semireboques novos e usados,C - Comercial,-,-,-,-,-
45.11-1-06,Comércio por atacado de ônibus e micro-ônibus novos e usados,C - Comercial,-,-,-,-,-
45.12-9-02,Comércio sob consignação de veículos automotores,C - Comercial,-,-,-,-,-
45.20-0-03,Serviços de manutenção e reparação elétrica de veículos automotores,C - Comercial,-,-,-,-,-
45.20-0-04,Serviços de alinhamento e balanceamento de veículos automotores,C - Comercial,-,-,-,-,-
45.20-0-07,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",C - Comercial,-,-,-,-,-
45.20-0-08,Serviços de capotaria,C - Comercial,-,-,-,-,-
45.30-7-01,Comércio por atacado de peças e acessórios novos para veículos automotores,C - Comercial ou J - Depósitos,-,-,-,-,-
45.30-7-03,Comércio a varejo de peças e acessórios novos para veículos automotores,C - Comercial ou J - Depósitos,-,-,-,-,-
45.41-2-01,Comércio por atacado de motocicletas e motonetas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.41-2-02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.41-2-03,Comércio a varejo de motocicletas e motonetas novas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.41-2-04,Comércio a varejo de motocicletas e motonetas usadas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.41-2-06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.41-2-07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.42-1-02,Comércio sob consignação de motocicletas e motonetas,C - Comercial ou J - Depósitos,-,-,-,-,-
45.12-9-01,Representantes comerciais e agentes do comércio de veículos automotores,C - Comercial,-,-,-,-,-
45.30-7-06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,C - Comercial,-,-,-,-,-
45.42-1-01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",C - Comercial,-,-,-,-,-
45.20-0-01,Serviços de manutenção e reparação mecânica de veículos automotores,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.20-0-02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.20-0-05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.20-0-06,Serviços de borracharia para veículos automotores,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.30-7-02,Comércio por atacado de pneumáticos e câmaras-de-ar,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.30-7-04,Comércio a varejo de peças e acessórios usados para veículos automotores,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.30-7-05,Comércio a varejo de pneumáticos e câmaras-de-ar,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
45.43-9-00,Manutenção e reparação de motocicletas e motonetas,G - Serviço automotivo,Certidão de conformidade CCA,-,-,-,-
46.11-7-00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,C - Comercial,-,-,-,-,-
46.12-5-00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",C - Comercial,-,-,-,-,-
46.13-3-00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",C - Comercial,-,-,-,-,-
46.14-1-00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",C - Comercial,-,-,-,-,-
46.15-0-00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",C - Comercial,-,-,-,-,-
46.16-8-00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",C - Comercial,-,-,-,-,-
46.17-6-00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",C - Comercial,-,-,-,-,-
46.18-4-01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",C - Comercial,-,-,-,-,-
46.18-4-02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,C - Comercial,-,-,-,-,-
46.18-4-03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",C - Comercial,-,-,-,-,-
46.18-4-99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,C - Comercial,-,-,-,-,-
46.19-2-00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,C - Comercial,-,-,-,-,-
46.21-4-00,Comércio atacadista de café em grão,J - Depósitos,-,-,-,-,-
46.22-2-00,Comércio atacadista de soja,J - Depósitos,-,-,-,-,-
46.23-1-05,Comércio atacadista de cacau,J - Depósitos,-,-,-,-,-
46.31-1-00,Comércio atacadista de leite e laticínios,J - Depósitos,-,-,-,-,-
46.32-0-01,Comércio atacadista de cereais e leguminosas beneficiados,J - Depósitos,-,-,-,-,-
46.32-0-02,"Comércio atacadista de farinhas, amidos e féculas",J - Depósitos,-,-,-,-,-
46.32-0-03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",J - Depósitos,-,-,-,-,-
46.33-8-01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",J - Depósitos,-,-,-,-,-
46.35-4-01,Comércio atacadista de água mineral,J - Depósitos,-,-,-,-,-
46.35-4-02,"Comércio atacadista de cerveja, chope e refrigerante",J - Depósitos,-,-,-,-,-
46.35-4-03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,J - Depósitos,-,-,-,-,-
46.35-4-99,Comércio atacadista de bebidas não especificadas anteriormente,J - Depósitos,-,-,-,-,-
46.37-1-01,"Comércio atacadista de café torrado, moído e solúvel",J - Depósitos,-,-,-,-,-
46.37-1-02,Comércio atacadista de açúcar,J - Depósitos,-,-,-,-,-
46.37-1-03,Comércio atacadista de óleos e gorduras,J - Depósitos,-,-,-,-,-
46.37-1-04,"Comércio atacadista de pães, bolos, biscoitos e similares",J - Depósitos,-,-,-,-,-
46.37-1-05,Comércio atacadista de massas alimentícias,J - Depósitos,-,-,-,-,-
46.37-1-06,Comércio atacadista de sorvetes,J - Depósitos,-,-,-,-,-
46.37-1-07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",J - Depósitos,-,-,-,-,-
46.37-1-99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,J - Depósitos,-,-,-,-,-
46.39-7-01,Comércio atacadista de produtos alimentícios em geral,J - Depósitos,-,-,-,-,-
46.39-7-02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",J - Depósitos,-,-,-,-,-
46.86-9-02,Comércio atacadista de embalagens,J - Depósitos,-,-,-,-,-
46.23-1-01,Comércio atacadista de animais vivos,J - Depósitos,-,-,-,-,-
46.23-1-08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,J - Depósitos,-,-,-,-,-
46.33-8-02,Comércio atacadista de aves vivas e ovos,J - Depósitos,-,-,-,-,-
46.33-8-03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,J - Depósitos,-,-,-,-,-
46.74-5-00,Comércio atacadista de cimento,J - Depósitos,-,-,-,-,-
46.79-6-01,"Comércio atacadista de tintas, vernizes e similares",J - Depósitos,-,-,-,-,-
46.79-6-04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,J - Depósitos,-,-,-,-,-
46.79-6-99,Comércio atacadista de materiais de construção em geral,J - Depósitos,-,-,-,-,-
46.81-8-01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",M - Especial,-,-,Parecer da defesa civil,-,-
46.81-8-02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),M - Especial,Licenciamento Ambiental,-,Parecer da defesa civil,-,-
46.81-8-03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",M - Especial,Licenciamento Ambiental,-,Parecer da defesa civil,-,-
46.81-8-04,Comércio atacadista de combustíveis de origem mineral em bruto,M - Especial,Licenciamento Ambiental,-,Parecer da defesa civil,-,-
46.81-8-05,Comércio atacadista de lubrificantes,J - Depósitos,-,-,-,-,-
46.82-6-00,Comércio atacadista de gás liquefeito de petróleo (GLP),M - Especial,-,Autorização da ANP,Parecer da defesa civil,-,-
46.83-4-00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",J - Depósitos,-,-,-,-,-
46.84-2-01,Comércio atacadista de resinas e elastômeros,J - Depósitos,-,-,-,-,-
46.84-2-02,Comércio atacadista de solventes,J - Depósitos,-,-,-,-,-
46.84-2-99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,J - Depósitos,-,-,-,-,-
46.86-9-01,Comércio atacadista de papel e papelão em bruto,J - Depósitos,-,-,-,-,-
46.87-7-01,Comércio atacadista de resíduos de papel e papelão,J - Depósitos,Licenciamento Ambiental,-,-,-,-
46.87-7-02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",J - Depósitos,Licenciamento Ambiental,-,-,-,-
46.87-7-03,Comércio atacadista de resíduos e sucatas metálicos,J - Depósitos,Licenciamento Ambiental,-,-,-,-
46.23-1-02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",J - Depósitos,-,-,-,-,-
46.23-1-03,Comércio atacadista de algodão,J - Depósitos,-,-,-,-,-
